customerNumber,quantityOrdered,priceEach,status,comments,productName,orderDate,shippedDate,comments
145,50,75.47,Shipped,NULL,"1940 Ford Delivery Sedan",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,41,54.00,Shipped,NULL,"The Schooner Bluenose",2003-02-11,2003-02-12,NULL
145,41,54.00,Shipped,NULL,"The Schooner Bluenose",2004-04-09,2004-04-10,NULL
145,41,54.00,Shipped,NULL,"The Schooner Bluenose",2004-06-08,2004-06-10,NULL
145,41,54.00,Shipped,NULL,"The Schooner Bluenose",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,41,54.00,Shipped,NULL,"The Schooner Bluenose",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,29,86.61,Shipped,NULL,"The Mayflower",2003-02-11,2003-02-12,NULL
145,29,86.61,Shipped,NULL,"The Mayflower",2004-04-09,2004-04-10,NULL
145,29,86.61,Shipped,NULL,"The Mayflower",2004-06-08,2004-06-10,NULL
145,29,86.61,Shipped,NULL,"The Mayflower",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,29,86.61,Shipped,NULL,"The Mayflower",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,31,60.72,Shipped,NULL,"The USS Constitution Ship",2003-02-11,2003-02-12,NULL
145,31,60.72,Shipped,NULL,"The USS Constitution Ship",2004-04-09,2004-04-10,NULL
145,31,60.72,Shipped,NULL,"The USS Constitution Ship",2004-06-08,2004-06-10,NULL
145,31,60.72,Shipped,NULL,"The USS Constitution Ship",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,31,60.72,Shipped,NULL,"The USS Constitution Ship",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,39,92.16,Shipped,NULL,"The Titanic",2003-02-11,2003-02-12,NULL
145,39,92.16,Shipped,NULL,"The Titanic",2004-04-09,2004-04-10,NULL
145,39,92.16,Shipped,NULL,"The Titanic",2004-06-08,2004-06-10,NULL
145,39,92.16,Shipped,NULL,"The Titanic",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,39,92.16,Shipped,NULL,"The Titanic",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,22,99.31,Shipped,NULL,"The Queen Mary",2003-02-11,2003-02-12,NULL
145,22,99.31,Shipped,NULL,"The Queen Mary",2004-04-09,2004-04-10,NULL
145,22,99.31,Shipped,NULL,"The Queen Mary",2004-06-08,2004-06-10,NULL
145,22,99.31,Shipped,NULL,"The Queen Mary",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,22,99.31,Shipped,NULL,"The Queen Mary",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
145,25,44.77,Shipped,NULL,"Pont Yacht",2003-02-11,2003-02-12,NULL
145,25,44.77,Shipped,NULL,"Pont Yacht",2004-04-09,2004-04-10,NULL
145,25,44.77,Shipped,NULL,"Pont Yacht",2004-06-08,2004-06-10,NULL
145,25,44.77,Shipped,NULL,"Pont Yacht",2004-11-10,2004-11-13,"Order was disputed and resolved on 12/1/04. The Sales Manager was involved. Customer claims the scales of the models don't match what was discussed."
145,25,44.77,Shipped,NULL,"Pont Yacht",2005-04-15,2005-04-21,"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this."
278,36,134.04,Shipped,NULL,"1980s Black Hawk Helicopter",2003-02-17,2003-02-21,NULL
278,36,134.04,Shipped,NULL,"1980s Black Hawk Helicopter",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,36,134.04,Shipped,NULL,"1980s Black Hawk Helicopter",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,34,81.10,Shipped,NULL,"P-51-D Mustang",2003-02-17,2003-02-21,NULL
278,34,81.10,Shipped,NULL,"P-51-D Mustang",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,34,81.10,Shipped,NULL,"P-51-D Mustang",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,41,80.86,Shipped,NULL,"1999 Yamaha Speed Boat",2003-02-17,2003-02-21,NULL
278,41,80.86,Shipped,NULL,"1999 Yamaha Speed Boat",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,41,80.86,Shipped,NULL,"1999 Yamaha Speed Boat",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,41,94.22,Shipped,NULL,"1941 Chevrolet Special Deluxe Cabriolet",2003-02-17,2003-02-21,NULL
278,41,94.22,Shipped,NULL,"1941 Chevrolet Special Deluxe Cabriolet",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,41,94.22,Shipped,NULL,"1941 Chevrolet Special Deluxe Cabriolet",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,28,107.23,Shipped,NULL,"1928 British Royal Navy Airplane",2003-02-17,2003-02-21,NULL
278,28,107.23,Shipped,NULL,"1928 British Royal Navy Airplane",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,28,107.23,Shipped,NULL,"1928 British Royal Navy Airplane",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,49,65.77,Shipped,NULL,"1900s Vintage Bi-Plane",2003-02-17,2003-02-21,NULL
278,49,65.77,Shipped,NULL,"1900s Vintage Bi-Plane",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,49,65.77,Shipped,NULL,"1900s Vintage Bi-Plane",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,31,55.89,Shipped,NULL,"1937 Horch 930V Limousine",2003-02-17,2003-02-21,NULL
278,31,55.89,Shipped,NULL,"1937 Horch 930V Limousine",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,31,55.89,Shipped,NULL,"1937 Horch 930V Limousine",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,50,55.96,Shipped,NULL,"Corsair F4U ( Bird Cage)",2003-02-17,2003-02-21,NULL
278,50,55.96,Shipped,NULL,"Corsair F4U ( Bird Cage)",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,50,55.96,Shipped,NULL,"Corsair F4U ( Bird Cage)",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,26,71.00,Shipped,NULL,"1900s Vintage Tri-Plane",2003-02-17,2003-02-21,NULL
278,26,71.00,Shipped,NULL,"1900s Vintage Tri-Plane",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,26,71.00,Shipped,NULL,"1900s Vintage Tri-Plane",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,33,65.35,Shipped,NULL,"1928 Ford Phaeton Deluxe",2003-02-17,2003-02-21,NULL
278,33,65.35,Shipped,NULL,"1928 Ford Phaeton Deluxe",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,33,65.35,Shipped,NULL,"1928 Ford Phaeton Deluxe",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,39,35.78,Shipped,NULL,"1930 Buick Marquette Phaeton",2003-02-17,2003-02-21,NULL
278,39,35.78,Shipped,NULL,"1930 Buick Marquette Phaeton",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,39,35.78,Shipped,NULL,"1930 Buick Marquette Phaeton",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,31,91.34,Shipped,NULL,"American Airlines: B767-300",2003-02-17,2003-02-21,NULL
278,31,91.34,Shipped,NULL,"American Airlines: B767-300",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,31,91.34,Shipped,NULL,"American Airlines: B767-300",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,30,85.09,Shipped,NULL,"HMS Bounty",2003-02-17,2003-02-21,NULL
278,30,85.09,Shipped,NULL,"HMS Bounty",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,30,85.09,Shipped,NULL,"HMS Bounty",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,34,99.72,Shipped,NULL,"America West Airlines B757-200",2003-02-17,2003-02-21,NULL
278,34,99.72,Shipped,NULL,"America West Airlines B757-200",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,34,99.72,Shipped,NULL,"America West Airlines B757-200",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,32,113.90,Shipped,NULL,"ATA: B757-300",2003-02-17,2003-02-21,NULL
278,32,113.90,Shipped,NULL,"ATA: B757-300",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,32,113.90,Shipped,NULL,"ATA: B757-300",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,44,76.00,Shipped,NULL,"F/A 18 Hornet 1/72",2003-02-17,2003-02-21,NULL
278,44,76.00,Shipped,NULL,"F/A 18 Hornet 1/72",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,44,76.00,Shipped,NULL,"F/A 18 Hornet 1/72",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,48,70.33,Shipped,NULL,"American Airlines: MD-11S",2003-02-17,2003-02-21,NULL
278,48,70.33,Shipped,NULL,"American Airlines: MD-11S",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,48,70.33,Shipped,NULL,"American Airlines: MD-11S",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
278,48,43.70,Shipped,NULL,"Boeing X-32A JSF",2003-02-17,2003-02-21,NULL
278,48,43.70,Shipped,NULL,"Boeing X-32A JSF",2003-11-05,2003-11-09,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches"
278,48,43.70,Shipped,NULL,"Boeing X-32A JSF",2004-11-12,2004-11-18,"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch"
131,30,81.35,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1969 Harley Davidson Ultimate Chopper",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,30,81.35,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1969 Harley Davidson Ultimate Chopper",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,30,81.35,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1969 Harley Davidson Ultimate Chopper",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,30,81.35,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1969 Harley Davidson Ultimate Chopper",2004-11-15,2004-11-16,NULL
131,39,105.86,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1996 Moto Guzzi 1100i",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,39,105.86,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1996 Moto Guzzi 1100i",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,39,105.86,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1996 Moto Guzzi 1100i",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,39,105.86,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1996 Moto Guzzi 1100i",2004-11-15,2004-11-16,NULL
131,27,172.36,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2003 Harley-Davidson Eagle Drag Bike",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,27,172.36,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2003 Harley-Davidson Eagle Drag Bike",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,27,172.36,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2003 Harley-Davidson Eagle Drag Bike",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,27,172.36,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2003 Harley-Davidson Eagle Drag Bike",2004-11-15,2004-11-16,NULL
131,21,122.00,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2002 Suzuki XREO",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,21,122.00,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2002 Suzuki XREO",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,21,122.00,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2002 Suzuki XREO",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,21,122.00,Shipped,"Difficult to negotiate with customer. We need more marketing materials","2002 Suzuki XREO",2004-11-15,2004-11-16,NULL
131,29,52.70,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1936 Harley Davidson El Knucklehead",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,29,52.70,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1936 Harley Davidson El Knucklehead",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,29,52.70,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1936 Harley Davidson El Knucklehead",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,29,52.70,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1936 Harley Davidson El Knucklehead",2004-11-15,2004-11-16,NULL
131,25,96.92,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW R 1100 S",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,25,96.92,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW R 1100 S",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,25,96.92,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW R 1100 S",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,25,96.92,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW R 1100 S",2004-11-15,2004-11-16,NULL
131,38,73.12,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1960 BSA Gold Star DBD34",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,38,73.12,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1960 BSA Gold Star DBD34",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,38,73.12,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1960 BSA Gold Star DBD34",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,38,73.12,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1960 BSA Gold Star DBD34",2004-11-15,2004-11-16,NULL
131,20,88.90,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW F650 ST",2003-02-24,2003-02-26,"Difficult to negotiate with customer. We need more marketing materials"
131,20,88.90,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW F650 ST",2004-05-07,NULL,"Order was mistakenly placed. The warehouse noticed the lack of documentation."
131,20,88.90,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW F650 ST",2004-09-08,2004-09-11,"They want to reevaluate their terms agreement with Finance."
131,20,88.90,Shipped,"Difficult to negotiate with customer. We need more marketing materials","1997 BMW F650 ST",2004-11-15,2004-11-16,NULL
385,33,165.38,Shipped,NULL,"1968 Ford Mustang",2003-03-03,2003-03-08,NULL
385,33,165.38,Shipped,NULL,"1968 Ford Mustang",2003-11-27,2003-12-03,NULL
385,33,165.38,Shipped,NULL,"1968 Ford Mustang",2004-11-16,2004-11-21,NULL
385,45,96.30,Shipped,NULL,"1968 Dodge Charger",2003-03-03,2003-03-08,NULL
385,45,96.30,Shipped,NULL,"1968 Dodge Charger",2003-11-27,2003-12-03,NULL
385,45,96.30,Shipped,NULL,"1968 Dodge Charger",2004-11-16,2004-11-21,NULL
385,39,75.81,Shipped,NULL,"1970 Plymouth Hemi Cuda",2003-03-03,2003-03-08,NULL
385,39,75.81,Shipped,NULL,"1970 Plymouth Hemi Cuda",2003-11-27,2003-12-03,NULL
385,39,75.81,Shipped,NULL,"1970 Plymouth Hemi Cuda",2004-11-16,2004-11-21,NULL
385,36,107.10,Shipped,NULL,"1969 Dodge Charger",2003-03-03,2003-03-08,NULL
385,36,107.10,Shipped,NULL,"1969 Dodge Charger",2003-11-27,2003-12-03,NULL
385,36,107.10,Shipped,NULL,"1969 Dodge Charger",2004-11-16,2004-11-21,NULL
385,38,67.76,Shipped,NULL,"1948 Porsche 356-A Roadster",2003-03-03,2003-03-08,NULL
385,38,67.76,Shipped,NULL,"1948 Porsche 356-A Roadster",2003-11-27,2003-12-03,NULL
385,38,67.76,Shipped,NULL,"1948 Porsche 356-A Roadster",2004-11-16,2004-11-21,NULL
385,26,73.17,Shipped,NULL,"1969 Dodge Super Bee",2003-03-03,2003-03-08,NULL
385,26,73.17,Shipped,NULL,"1969 Dodge Super Bee",2003-11-27,2003-12-03,NULL
385,26,73.17,Shipped,NULL,"1969 Dodge Super Bee",2004-11-16,2004-11-21,NULL
385,29,132.29,Shipped,NULL,"1976 Ford Gran Torino",2003-03-03,2003-03-08,NULL
385,29,132.29,Shipped,NULL,"1976 Ford Gran Torino",2003-11-27,2003-12-03,NULL
385,29,132.29,Shipped,NULL,"1976 Ford Gran Torino",2004-11-16,2004-11-21,NULL
385,43,52.84,Shipped,NULL,"1957 Vespa GS150",2003-03-03,2003-03-08,NULL
385,43,52.84,Shipped,NULL,"1957 Vespa GS150",2003-11-27,2003-12-03,NULL
385,43,52.84,Shipped,NULL,"1957 Vespa GS150",2004-11-16,2004-11-21,NULL
385,44,139.87,Shipped,NULL,"1957 Corvette Convertible",2003-03-03,2003-03-08,NULL
385,44,139.87,Shipped,NULL,"1957 Corvette Convertible",2003-11-27,2003-12-03,NULL
385,44,139.87,Shipped,NULL,"1957 Corvette Convertible",2004-11-16,2004-11-21,NULL
385,35,64.41,Shipped,NULL,"1982 Ducati 900 Monster",2003-03-03,2003-03-08,NULL
385,35,64.41,Shipped,NULL,"1982 Ducati 900 Monster",2003-11-27,2003-12-03,NULL
385,35,64.41,Shipped,NULL,"1982 Ducati 900 Monster",2004-11-16,2004-11-21,NULL
385,30,60.01,Shipped,NULL,"1971 Alpine Renault 1600s",2003-03-03,2003-03-08,NULL
385,30,60.01,Shipped,NULL,"1971 Alpine Renault 1600s",2003-11-27,2003-12-03,NULL
385,30,60.01,Shipped,NULL,"1971 Alpine Renault 1600s",2004-11-16,2004-11-21,NULL
385,40,132.00,Shipped,NULL,"1956 Porsche 356A Coupe",2003-03-03,2003-03-08,NULL
385,40,132.00,Shipped,NULL,"1956 Porsche 356A Coupe",2003-11-27,2003-12-03,NULL
385,40,132.00,Shipped,NULL,"1956 Porsche 356A Coupe",2004-11-16,2004-11-21,NULL
385,31,67.10,Shipped,NULL,"1961 Chevrolet Impala",2003-03-03,2003-03-08,NULL
385,31,67.10,Shipped,NULL,"1961 Chevrolet Impala",2003-11-27,2003-12-03,NULL
385,31,67.10,Shipped,NULL,"1961 Chevrolet Impala",2004-11-16,2004-11-21,NULL
385,27,36.21,Shipped,NULL,"1982 Ducati 996 R",2003-03-03,2003-03-08,NULL
385,27,36.21,Shipped,NULL,"1982 Ducati 996 R",2003-11-27,2003-12-03,NULL
385,27,36.21,Shipped,NULL,"1982 Ducati 996 R",2004-11-16,2004-11-21,NULL
385,31,87.76,Shipped,NULL,"1974 Ducati 350 Mk3 Desmo",2003-03-03,2003-03-08,NULL
385,31,87.76,Shipped,NULL,"1974 Ducati 350 Mk3 Desmo",2003-11-27,2003-12-03,NULL
385,31,87.76,Shipped,NULL,"1974 Ducati 350 Mk3 Desmo",2004-11-16,2004-11-21,NULL
385,34,74.85,Shipped,NULL,"2002 Yamaha YZR M1",2003-03-03,2003-03-08,NULL
385,34,74.85,Shipped,NULL,"2002 Yamaha YZR M1",2003-11-27,2003-12-03,NULL
385,34,74.85,Shipped,NULL,"2002 Yamaha YZR M1",2004-11-16,2004-11-21,NULL
486,26,117.48,Shipped,"Customer requested that FedEx Ground is used for this shipping","1993 Mazda RX-7",2003-03-10,2003-03-11,"Customer requested that FedEx Ground is used for this shipping"
486,26,117.48,Shipped,"Customer requested that FedEx Ground is used for this shipping","1993 Mazda RX-7",2004-04-03,2004-04-08,NULL
486,26,117.48,Shipped,"Customer requested that FedEx Ground is used for this shipping","1993 Mazda RX-7",2004-11-17,2004-11-23,"Customer requested special shippment. The instructions were passed along to the warehouse"
486,38,137.98,Shipped,"Customer requested that FedEx Ground is used for this shipping","1995 Honda Civic",2003-03-10,2003-03-11,"Customer requested that FedEx Ground is used for this shipping"
486,38,137.98,Shipped,"Customer requested that FedEx Ground is used for this shipping","1995 Honda Civic",2004-04-03,2004-04-08,NULL
486,38,137.98,Shipped,"Customer requested that FedEx Ground is used for this shipping","1995 Honda Civic",2004-11-17,2004-11-23,"Customer requested special shippment. The instructions were passed along to the warehouse"
486,26,126.72,Shipped,"Customer requested that FedEx Ground is used for this shipping","1999 Indy 500 Monte Carlo SS",2003-03-10,2003-03-11,"Customer requested that FedEx Ground is used for this shipping"
486,26,126.72,Shipped,"Customer requested that FedEx Ground is used for this shipping","1999 Indy 500 Monte Carlo SS",2004-04-03,2004-04-08,NULL
486,26,126.72,Shipped,"Customer requested that FedEx Ground is used for this shipping","1999 Indy 500 Monte Carlo SS",2004-11-17,2004-11-23,"Customer requested special shippment. The instructions were passed along to the warehouse"
486,46,160.87,Shipped,"Customer requested that FedEx Ground is used for this shipping","1992 Ferrari 360 Spider red",2003-03-10,2003-03-11,"Customer requested that FedEx Ground is used for this shipping"
486,46,160.87,Shipped,"Customer requested that FedEx Ground is used for this shipping","1992 Ferrari 360 Spider red",2004-04-03,2004-04-08,NULL
486,46,160.87,Shipped,"Customer requested that FedEx Ground is used for this shipping","1992 Ferrari 360 Spider red",2004-11-17,2004-11-23,"Customer requested special shippment. The instructions were passed along to the warehouse"
486,47,125.74,Shipped,"Customer requested that FedEx Ground is used for this shipping","1948 Porsche Type 356 Roadster",2003-03-10,2003-03-11,"Customer requested that FedEx Ground is used for this shipping"
486,47,125.74,Shipped,"Customer requested that FedEx Ground is used for this shipping","1948 Porsche Type 356 Roadster",2004-04-03,2004-04-08,NULL
486,47,125.74,Shipped,"Customer requested that FedEx Ground is used for this shipping","1948 Porsche Type 356 Roadster",2004-11-17,2004-11-23,"Customer requested special shippment. The instructions were passed along to the warehouse"
486,29,32.10,Shipped,"Customer requested that FedEx Ground is used for this shipping","1982 Lamborghini Diablo",2003-03-10,2003-03-11,"Customer requested that FedEx Ground is used for this shipping"
486,29,32.10,Shipped,"Customer requested that FedEx Ground is used for this shipping","1982 Lamborghini Diablo",2004-04-03,2004-04-08,NULL
486,29,32.10,Shipped,"Customer requested that FedEx Ground is used for this shipping","1982 Lamborghini Diablo",2004-11-17,2004-11-23,"Customer requested special shippment. The instructions were passed along to the warehouse"
187,37,118.22,Shipped,NULL,"1965 Aston Martin DB5",2003-03-18,2003-03-20,NULL
187,37,118.22,Shipped,NULL,"1965 Aston Martin DB5",2004-10-14,2004-10-17,NULL
187,37,118.22,Shipped,NULL,"1965 Aston Martin DB5",2004-11-17,2004-11-18,NULL
187,42,153.00,Shipped,NULL,"1917 Grand Touring Sedan",2003-03-18,2003-03-20,NULL
187,42,153.00,Shipped,NULL,"1917 Grand Touring Sedan",2004-10-14,2004-10-17,NULL
187,42,153.00,Shipped,NULL,"1917 Grand Touring Sedan",2004-11-17,2004-11-18,NULL
187,32,51.46,Shipped,NULL,"1911 Ford Town Car",2003-03-18,2003-03-20,NULL
187,32,51.46,Shipped,NULL,"1911 Ford Town Car",2004-10-14,2004-10-17,NULL
187,32,51.46,Shipped,NULL,"1911 Ford Town Car",2004-11-17,2004-11-18,NULL
187,33,115.69,Shipped,NULL,"1932 Model A Ford J-Coupe",2003-03-18,2003-03-20,NULL
187,33,115.69,Shipped,NULL,"1932 Model A Ford J-Coupe",2004-10-14,2004-10-17,NULL
187,33,115.69,Shipped,NULL,"1932 Model A Ford J-Coupe",2004-11-17,2004-11-18,NULL
187,31,163.69,Shipped,NULL,"1928 Mercedes-Benz SSK",2003-03-18,2003-03-20,NULL
187,31,163.69,Shipped,NULL,"1928 Mercedes-Benz SSK",2004-10-14,2004-10-17,NULL
187,31,163.69,Shipped,NULL,"1928 Mercedes-Benz SSK",2004-11-17,2004-11-18,NULL
187,28,81.91,Shipped,NULL,"1932 Alfa Romeo 8C2300 Spider Sport",2003-03-18,2003-03-20,NULL
187,28,81.91,Shipped,NULL,"1932 Alfa Romeo 8C2300 Spider Sport",2004-10-14,2004-10-17,NULL
187,28,81.91,Shipped,NULL,"1932 Alfa Romeo 8C2300 Spider Sport",2004-11-17,2004-11-18,NULL
187,42,62.00,Shipped,NULL,"1957 Ford Thunderbird",2003-03-18,2003-03-20,NULL
187,42,62.00,Shipped,NULL,"1957 Ford Thunderbird",2004-10-14,2004-10-17,NULL
187,42,62.00,Shipped,NULL,"1957 Ford Thunderbird",2004-11-17,2004-11-18,NULL
187,36,72.02,Shipped,NULL,"1970 Chevy Chevelle SS 454",2003-03-18,2003-03-20,NULL
187,36,72.02,Shipped,NULL,"1970 Chevy Chevelle SS 454",2004-10-14,2004-10-17,NULL
187,36,72.02,Shipped,NULL,"1970 Chevy Chevelle SS 454",2004-11-17,2004-11-18,NULL
